adjusted_reports,chain_id,dimension,gross_gain_usd,key,loss_usd,net_yield_usd,priced_reports,raw_gross_gain_usd,raw_loss_usd,raw_net_yield_usd,reports,strategy_address,unpriced_reports,vault_address
0,1,strategy,146438.6234061799987893849201,1:0xDD38062704B09b897fd8Ad652cE8294985FB3D33,0,146438.6234061799987893849201,9,146438.6234061799987893849201,0,146438.6234061799987893849201,9,0xDD38062704B09b897fd8Ad652cE8294985FB3D33,0,
0,1,strategy,6878.155550356957286502453842,1:0x47128518D9cad921aF60Ed42568A69781d710Cd5,0,6878.155550356957286502453842,7,6878.155550356957286502453842,0,6878.155550356957286502453842,8,0x47128518D9cad921aF60Ed42568A69781d710Cd5,1,
0,1,strategy,1066.385104805059523237243486,1:0x7320541570ad6feC3EbC67685268948a50d4Cb48,0,1066.385104805059523237243486,5,1066.385104805059523237243486,0,1066.385104805059523237243486,6,0x7320541570ad6feC3EbC67685268948a50d4Cb48,1,
0,1,strategy,0,1:0xE67D1705E37968D8B3671FFdd0b18EbaA41F7E11,0,0,0,0,0,0,5,0xE67D1705E37968D8B3671FFdd0b18EbaA41F7E11,5,
0,1,strategy,809.5019728929646725646286672,1:0x901Fe4D83C5475Bf9bdbcf0dc2574D5Db1Ca9CdA,0,809.5019728929646725646286672,6,809.5019728929646725646286672,0,809.5019728929646725646286672,6,0x901Fe4D83C5475Bf9bdbcf0dc2574D5Db1Ca9CdA,0,
0,1,strategy,176375.8879920533619934309715,1:0xe07d1E27D93EdA41aB091Fc91a2026Df41763b56,0,176375.8879920533619934309715,11,176375.8879920533619934309715,0,176375.8879920533619934309715,11,0xe07d1E27D93EdA41aB091Fc91a2026Df41763b56,0,
0,1,strategy,482.1927368335483992718920760,1:0x14D84B8A2DB04F7c3f8473c9532E297EfD7ba3df,0,482.1927368335483992718920760,4,482.1927368335483992718920760,0,482.1927368335483992718920760,4,0x14D84B8A2DB04F7c3f8473c9532E297EfD7ba3df,0,
0,1,strategy,660.3984931951788151932349649,1:0x58DBCcD5ee9004A524173Cf8F3BFEeCC4B466D01,0,660.3984931951788151932349649,36,660.3984931951788151932349649,0,660.3984931951788151932349649,43,0x58DBCcD5ee9004A524173Cf8F3BFEeCC4B466D01,7,
0,1,strategy,0,1:0xB5B895C58D62f3Dbe15703bd3a7251AC344B55ad,0,0,2,0,0,0,2,0xB5B895C58D62f3Dbe15703bd3a7251AC344B55ad,0,
0,1,strategy,0,1:0x88F02f5665BDCE7CfAabc1a1D4Cb7508D04c0df9,0,0,1,0,0,0,1,0x88F02f5665BDCE7CfAabc1a1D4Cb7508D04c0df9,0,
0,1,strategy,8577.180058412027656042130574,1:0xF85678Bd357738CE742E2B9F55198e3CF477AAE3,0,8577.180058412027656042130574,51,8577.180058412027656042130574,0,8577.180058412027656042130574,51,0xF85678Bd357738CE742E2B9F55198e3CF477AAE3,0,
0,1,strategy,2962.068224094641376500899463,1:0xaBCC23Ac0839562019946c53a6C0fB1595E945b6,0,2962.068224094641376500899463,29,2962.068224094641376500899463,0,2962.068224094641376500899463,29,0xaBCC23Ac0839562019946c53a6C0fB1595E945b6,0,
0,1,strategy,545.2324345923279739261641414,1:0x71a48F400d63432EC0fBE8a9dB8124311A54B539,0,545.2324345923279739261641414,32,545.2324345923279739261641414,0,545.2324345923279739261641414,32,0x71a48F400d63432EC0fBE8a9dB8124311A54B539,0,
0,1,strategy,417.1952443296237029236150210,1:0xB990dBB5214A815B8837c3AC04d7E6dA36F55f0b,0,417.1952443296237029236150210,14,417.1952443296237029236150210,0,417.1952443296237029236150210,14,0xB990dBB5214A815B8837c3AC04d7E6dA36F55f0b,0,
0,1,strategy,0,1:0xC5c619BC8B6eB41860CD3068Db485E79Ab7e6b2a,0,0,28,0,0,0,28,0xC5c619BC8B6eB41860CD3068Db485E79Ab7e6b2a,0,
0,1,strategy,0,1:0x55a13C52837cD0D18a3bb6Bf320A005E7bDAefAE,0,0,4,0,0,0,4,0x55a13C52837cD0D18a3bb6Bf320A005E7bDAefAE,0,
0,1,strategy,1377.908942569669910910987444,1:0x674A28B72A669B3bC451b2312aEa057d610435Be,0,1377.908942569669910910987444,15,1377.908942569669910910987444,0,1377.908942569669910910987444,15,0x674A28B72A669B3bC451b2312aEa057d610435Be,0,
0,1,strategy,43818.0754807494058200115833,1:0x157fE71B86AE9200A93054c8d91b5B5d8a7a67F9,0,43818.0754807494058200115833,3,43818.0754807494058200115833,0,43818.0754807494058200115833,3,0x157fE71B86AE9200A93054c8d91b5B5d8a7a67F9,0,
0,1,strategy,3356094.334297575119509954310,1:0x4D7d4485fD600c61d840ccbeC328BfD76A050F87,4.9606395300490801708978,3356089.373658045070429783410,181,3356094.334297575119509954310,4.9606395300490801708978,3356089.373658045070429783410,181,0x4D7d4485fD600c61d840ccbeC328BfD76A050F87,0,
0,1,strategy,2349838.507373445853002633406,1:0x86Aa49bf28d03B1A4aBEb83872cFC13c89eB4beD,0,2349838.507373445853002633406,46,2349838.507373445853002633406,0,2349838.507373445853002633406,46,0x86Aa49bf28d03B1A4aBEb83872cFC13c89eB4beD,0,
0,1,strategy,225924.8710507274006673130615,1:0x79B3D0A9513C49D7Ea4BD6868a08aD966eC18f46,0,225924.8710507274006673130615,11,225924.8710507274006673130615,0,225924.8710507274006673130615,11,0x79B3D0A9513C49D7Ea4BD6868a08aD966eC18f46,0,
